title,authors,published,arxiv_id,url,pdf_url,category,primary_category,abstract,code_links,comment
Injecting External Knowledge into the Reasoning Process Enhances Retrieval-Augmented Generation,"Minghao Tang, Shiyu Ni, Jiafeng Guo, Keping Bi",2025-07-25,2507.19333v1,http://arxiv.org/abs/2507.19333v1,http://arxiv.org/pdf/2507.19333v1,information_retrieval,cs.IR,"Retrieval-augmented generation (RAG) has been widely adopted to augment large
language models (LLMs) with external knowledge for knowledge-intensive tasks.
However, its effectiveness is often undermined by the presence of noisy (i.e.,
low-quality) retrieved passages. Enhancing LLMs' robustness to such noise is
critical for improving the reliability of RAG systems. Recent advances have
equipped LLMs with strong reasoning and self-reflection capabilities, allowing
them to identify and correct errors in their reasoning process. Inspired by
this ability, we propose Passage Injection-a simple yet effective method that
explicitly incorporates retrieved passages into LLMs' reasoning process, aiming
to enhance the model's ability to recognize and resist noisy passages. We
validate Passage Injection under general RAG settings using BM25 as the
retriever. Experiments on four reasoning-enhanced LLMs across four factual QA
datasets demonstrate that Passage Injection significantly improves overall RAG
performance. Further analysis on two noisy retrieval settings-random noise,
where the model is provided irrelevant passages, and counterfactual noise,
where it is given misleading passages-shows that Passage Injection consistently
improves robustness. Controlled experiments confirm that Passage Injection can
also effectively leverage helpful passages. These findings suggest that
incorporating passages in LLMs' reasoning process is a promising direction for
building more robust RAG systems. The code can be found
\href{here}{https://github.com/mh-tang/Passage-Injection}.",https://github.com/mh-tang/Passage-Injection,
RecPS: Privacy Risk Scoring for Recommender Systems,"Jiajie He, Yuechun Gu, Keke Chen",2025-07-24,2507.18365v1,http://arxiv.org/abs/2507.18365v1,http://arxiv.org/pdf/2507.18365v1,information_retrieval,cs.IR,"Recommender systems (RecSys) have become an essential component of many web
applications. The core of the system is a recommendation model trained on
highly sensitive user-item interaction data. While privacy-enhancing techniques
are actively studied in the research community, the real-world model
development still depends on minimal privacy protection, e.g., via controlled
access. Users of such systems should have the right to choose \emph{not} to
share highly sensitive interactions. However, there is no method allowing the
user to know which interactions are more sensitive than others. Thus,
quantifying the privacy risk of RecSys training data is a critical step to
enabling privacy-aware RecSys model development and deployment. We propose a
membership-inference attack (MIA)- based privacy scoring method, RecPS, to
measure privacy risks at both the interaction and user levels. The RecPS
interaction-level score definition is motivated and derived from differential
privacy, which is then extended to the user-level scoring method. A critical
component is the interaction-level MIA method RecLiRA, which gives high-quality
membership estimation. We have conducted extensive experiments on well-known
benchmark datasets and RecSys models to show the unique features and benefits
of RecPS scoring in risk assessment and RecSys model unlearning. Our code is
available at https://anonymous.4open.science/r/RsLiRA-4BD3/readme.md.",,
Use as Directed? A Comparison of Software Tools Intended to Check Rigor and Transparency of Published Work,"Peter Eckmann, Adrian Barnett, Alexandra Bannach-Brown, Elisa Pilar Bascunan Atria, Guillaume Cabanac, Louise Delwen Owen Franzen, Małgorzata Anna Gazda, Kaitlyn Hair, James Howison, Halil Kilicoglu, Cyril Labbe, Sarah McCann, Vladislav Nachev, Martijn Roelandse, Maia Salholz-Hillel, Robert Schulz, Gerben ter Riet, Colby Vorland, Anita Bandrowski, Tracey Weissgerber",2025-07-23,2507.17991v1,http://arxiv.org/abs/2507.17991v1,http://arxiv.org/pdf/2507.17991v1,information_retrieval,cs.SE,"The causes of the reproducibility crisis include lack of standardization and
transparency in scientific reporting. Checklists such as ARRIVE and CONSORT
seek to improve transparency, but they are not always followed by authors and
peer review often fails to identify missing items. To address these issues,
there are several automated tools that have been designed to check different
rigor criteria. We have conducted a broad comparison of 11 automated tools
across 9 different rigor criteria from the ScreenIT group. We found some
criteria, including detecting open data, where the combination of tools showed
a clear winner, a tool which performed much better than other tools. In other
cases, including detection of inclusion and exclusion criteria, the combination
of tools exceeded the performance of any one tool. We also identified key areas
where tool developers should focus their effort to make their tool maximally
useful. We conclude with a set of insights and recommendations for stakeholders
in the development of rigor and transparency detection tools. The code and data
for the study is available at https://github.com/PeterEckmann1/tool-comparison.",https://github.com/PeterEckmann1/tool-comparison,
Leave No One Behind: Fairness-Aware Cross-Domain Recommender Systems for Non-Overlapping Users,"Weixin Chen, Yuhan Zhao, Li Chen, Weike Pan",2025-07-23,2507.17749v1,http://arxiv.org/abs/2507.17749v1,http://arxiv.org/pdf/2507.17749v1,information_retrieval,cs.IR,"Cross-domain recommendation (CDR) methods predominantly leverage overlapping
users to transfer knowledge from a source domain to a target domain. However,
through empirical studies, we uncover a critical bias inherent in these
approaches: while overlapping users experience significant enhancements in
recommendation quality, non-overlapping users benefit minimally and even face
performance degradation. This unfairness may erode user trust, and,
consequently, negatively impact business engagement and revenue. To address
this issue, we propose a novel solution that generates virtual source-domain
users for non-overlapping target-domain users. Our method utilizes a dual
attention mechanism to discern similarities between overlapping and
non-overlapping users, thereby synthesizing realistic virtual user embeddings.
We further introduce a limiter component that ensures the generated virtual
users align with real-data distributions while preserving each user's unique
characteristics. Notably, our method is model-agnostic and can be seamlessly
integrated into any CDR model. Comprehensive experiments conducted on three
public datasets with five CDR baselines demonstrate that our method effectively
mitigates the CDR non-overlapping user bias, without loss of overall accuracy.
Our code is publicly available at https://github.com/WeixinChen98/VUG.",https://github.com/WeixinChen98/VUG,Accepted by RecSys 2025
BGM-HAN: A Hierarchical Attention Network for Accurate and Fair Decision Assessment on Semi-Structured Profiles,"Junhua Liu, Roy Ka-Wei Lee, Kwan Hui Lim",2025-07-23,2507.17472v1,http://arxiv.org/abs/2507.17472v1,http://arxiv.org/pdf/2507.17472v1,information_retrieval,cs.LG,"Human decision-making in high-stakes domains often relies on expertise and
heuristics, but is vulnerable to hard-to-detect cognitive biases that threaten
fairness and long-term outcomes. This work presents a novel approach to
enhancing complex decision-making workflows through the integration of
hierarchical learning alongside various enhancements. Focusing on university
admissions as a representative high-stakes domain, we propose BGM-HAN, an
enhanced Byte-Pair Encoded, Gated Multi-head Hierarchical Attention Network,
designed to effectively model semi-structured applicant data. BGM-HAN captures
multi-level representations that are crucial for nuanced assessment, improving
both interpretability and predictive performance. Experimental results on real
admissions data demonstrate that our proposed model significantly outperforms
both state-of-the-art baselines from traditional machine learning to large
language models, offering a promising framework for augmenting decision-making
in domains where structure, context, and fairness matter. Source code is
available at: https://github.com/junhua/bgm-han.",https://github.com/junhua/bgm-han,Accepted at ASONAM 2025
HLFormer: Enhancing Partially Relevant Video Retrieval with Hyperbolic Learning,"Jun Li, Jinpeng Wang, Chaolei Tan, Niu Lian, Long Chen, Yaowei Wang, Min Zhang, Shu-Tao Xia, Bin Chen",2025-07-23,2507.17402v2,http://arxiv.org/abs/2507.17402v2,http://arxiv.org/pdf/2507.17402v2,information_retrieval,cs.CV,"Partially Relevant Video Retrieval (PRVR) addresses the critical challenge of
matching untrimmed videos with text queries describing only partial content.
Existing methods suffer from geometric distortion in Euclidean space that
sometimes misrepresents the intrinsic hierarchical structure of videos and
overlooks certain hierarchical semantics, ultimately leading to suboptimal
temporal modeling. To address this issue, we propose the first hyperbolic
modeling framework for PRVR, namely HLFormer, which leverages hyperbolic space
learning to compensate for the suboptimal hierarchical modeling capabilities of
Euclidean space. Specifically, HLFormer integrates the Lorentz Attention Block
and Euclidean Attention Block to encode video embeddings in hybrid spaces,
using the Mean-Guided Adaptive Interaction Module to dynamically fuse features.
Additionally, we introduce a Partial Order Preservation Loss to enforce ""text <
video"" hierarchy through Lorentzian cone constraints. This approach further
enhances cross-modal matching by reinforcing partial relevance between video
content and text queries. Extensive experiments show that HLFormer outperforms
state-of-the-art methods. Code is released at
https://github.com/lijun2005/ICCV25-HLFormer.",https://github.com/lijun2005/ICCV25-HLFormer,"Accepted by ICCV'25. 13 pages, 6 figures, 4 tables"
EndoFinder: Online Lesion Retrieval for Explainable Colorectal Polyp Diagnosis Leveraging Latent Scene Representations,"Ruijie Yang, Yan Zhu, Peiyao Fu, Yizhe Zhang, Zhihua Wang, Quanlin Li, Pinghong Zhou, Xian Yang, Shuo Wang",2025-07-23,2507.17323v1,http://arxiv.org/abs/2507.17323v1,http://arxiv.org/pdf/2507.17323v1,information_retrieval,cs.IR,"Colorectal cancer (CRC) remains a leading cause of cancer-related mortality,
underscoring the importance of timely polyp detection and diagnosis. While deep
learning models have improved optical-assisted diagnostics, they often demand
extensive labeled datasets and yield ""black-box"" outputs with limited
interpretability. In this paper, we propose EndoFinder, an online polyp
retrieval framework that leverages multi-view scene representations for
explainable and scalable CRC diagnosis. First, we develop a Polyp-aware Image
Encoder by combining contrastive learning and a reconstruction task, guided by
polyp segmentation masks. This self-supervised approach captures robust
features without relying on large-scale annotated data. Next, we treat each
polyp as a three-dimensional ""scene"" and introduce a Scene Representation
Transformer, which fuses multiple views of the polyp into a single latent
representation. By discretizing this representation through a hashing layer,
EndoFinder enables real-time retrieval from a compiled database of historical
polyp cases, where diagnostic information serves as interpretable references
for new queries. We evaluate EndoFinder on both public and newly collected
polyp datasets for re-identification and pathology classification. Results show
that EndoFinder outperforms existing methods in accuracy while providing
transparent, retrieval-based insights for clinical decision-making. By
contributing a novel dataset and a scalable, explainable framework, our work
addresses key challenges in polyp diagnosis and offers a promising direction
for more efficient AI-driven colonoscopy workflows. The source code is
available at https://github.com/ku262/EndoFinder-Scene.",https://github.com/ku262/EndoFinder-Scene,
RAVine: Reality-Aligned Evaluation for Agentic Search,"Yilong Xu, Xiang Long, Zhi Zheng, Jinhua Gao",2025-07-22,2507.16725v1,http://arxiv.org/abs/2507.16725v1,http://arxiv.org/pdf/2507.16725v1,information_retrieval,cs.CL,"Agentic search, as a more autonomous and adaptive paradigm of retrieval
augmentation, is driving the evolution of intelligent search systems. However,
existing evaluation frameworks fail to align well with the goals of agentic
search. First, the complex queries commonly used in current benchmarks often
deviate from realistic user search scenarios. Second, prior approaches tend to
introduce noise when extracting ground truth for end-to-end evaluations,
leading to distorted assessments at a fine-grained level. Third, most current
frameworks focus solely on the quality of final answers, neglecting the
evaluation of the iterative process inherent to agentic search. To address
these limitations, we propose RAVine -- a Reality-Aligned eValuation framework
for agentic LLMs with search. RAVine targets multi-point queries and long-form
answers that better reflect user intents, and introduces an attributable ground
truth construction strategy to enhance the accuracy of fine-grained evaluation.
Moreover, RAVine examines model's interaction with search tools throughout the
iterative process, and accounts for factors of efficiency. We benchmark a
series of models using RAVine and derive several insights, which we hope will
contribute to advancing the development of agentic search systems. The code and
datasets are available at https://github.com/SwordFaith/RAVine.",https://github.com/SwordFaith/RAVine,
Knowledge-aware Diffusion-Enhanced Multimedia Recommendation,"Xian Mo, Fei Liu, Rui Tang, Jintao, Gao, Hao Liu",2025-07-22,2507.16396v1,http://arxiv.org/abs/2507.16396v1,http://arxiv.org/pdf/2507.16396v1,information_retrieval,cs.MM,"Multimedia recommendations aim to use rich multimedia content to enhance
historical user-item interaction information, which can not only indicate the
content relatedness among items but also reveal finer-grained preferences of
users. In this paper, we propose a Knowledge-aware Diffusion-Enhanced
architecture using contrastive learning paradigms (KDiffE) for multimedia
recommendations. Specifically, we first utilize original user-item graphs to
build an attention-aware matrix into graph neural networks, which can learn the
importance between users and items for main view construction. The
attention-aware matrix is constructed by adopting a random walk with a restart
strategy, which can preserve the importance between users and items to generate
aggregation of attention-aware node features. Then, we propose a guided
diffusion model to generate strongly task-relevant knowledge graphs with less
noise for constructing a knowledge-aware contrastive view, which utilizes user
embeddings with an edge connected to an item to guide the generation of
strongly task-relevant knowledge graphs for enhancing the item's semantic
information. We perform comprehensive experiments on three multimedia datasets
that reveal the effectiveness of our KDiffE and its components on various
state-of-the-art methods. Our source codes are available
https://github.com/1453216158/KDiffE.",https://github.com/1453216158/KDiffE,
Time to Split: Exploring Data Splitting Strategies for Offline Evaluation of Sequential Recommenders,"Danil Gusak, Anna Volodkevich, Anton Klenitskiy, Alexey Vasilev, Evgeny Frolov",2025-07-22,2507.16289v1,http://arxiv.org/abs/2507.16289v1,http://arxiv.org/pdf/2507.16289v1,information_retrieval,cs.IR,"Modern sequential recommender systems, ranging from lightweight
transformer-based variants to large language models, have become increasingly
prominent in academia and industry due to their strong performance in the
next-item prediction task. Yet common evaluation protocols for sequential
recommendations remain insufficiently developed: they often fail to reflect the
corresponding recommendation task accurately, or are not aligned with
real-world scenarios.
  Although the widely used leave-one-out split matches next-item prediction, it
permits the overlap between training and test periods, which leads to temporal
leakage and unrealistically long test horizon, limiting real-world relevance.
Global temporal splitting addresses these issues by evaluating on distinct
future periods. However, its applications to sequential recommendations remain
loosely defined, particularly in terms of selecting target interactions and
constructing a validation subset that provides necessary consistency between
validation and test metrics.
  In this paper, we demonstrate that evaluation outcomes can vary significantly
across splitting strategies, influencing model rankings and practical
deployment decisions. To improve reproducibility in both academic and
industrial settings, we systematically compare different splitting strategies
for sequential recommendations across multiple datasets and established
baselines. Our findings show that prevalent splits, such as leave-one-out, may
be insufficiently aligned with more realistic evaluation strategies. Code:
https://github.com/monkey0head/time-to-split",https://github.com/monkey0head/time-to-split,"Accepted for ACM RecSys 2025. Author's version. The final published
  version will be available at the ACM Digital Library"
